Geography,SUPPRESSION_FLAG,HOUSEHOLDS,PERSONS
C 75 06,SUPPRESS,2,0
C 75 12,SUPPRESS,1,0
C 75 13,SUPPRESS,1,0
C 75 15,SUPPRESS,2,0
C 75 16,SUPPRESS,4,0
C 75 23,SUPPRESS,1,0
C 75 30,SUPPRESS,1,0
C 75 31,RELEASE,12,35
C 75 32,RELEASE,19,52
C 75 33,RELEASE,33,75
C 75 34,RELEASE,34,79
C 75 35,SUPPRESS,3,0
C 75 36,SUPPRESS,11,0
C 76 06,SUPPRESS,2,0
C 76 14,SUPPRESS,1,0
C 76 22,SUPPRESS,1,0
C 76 23,SUPPRESS,1,0
C 76 28,SUPPRESS,1,0
C 76 29,SUPPRESS,2,0
C 76 30,SUPPRESS,11,0
C 76 31,SUPPRESS,11,0
C 76 32,RELEASE,17,38
C 76 33,RELEASE,43,100
C 76 34,RELEASE,16,41
C 76 35,RELEASE,92,197
C 76 36,RELEASE,37,77
C 77 05,SUPPRESS,1,0
C 77 11,SUPPRESS,5,0
C 77 12,SUPPRESS,3,0
C 77 13,SUPPRESS,2,0
C 77 14,SUPPRESS,4,0
C 77 17,SUPPRESS,5,0
C 77 22,SUPPRESS,3,0
C 77 28,SUPPRESS,4,0
C 77 29,SUPPRESS,9,0
C 77 30,SUPPRESS,4,0
C 77 31,RELEASE,11,37
C 77 32,RELEASE,22,70
C 77 33,RELEASE,19,55
C 77 34,RELEASE,92,222
C 77 35,RELEASE,349,737
C 77 36,RELEASE,90,167
C 78 00,SUPPRESS,1,0
C 78 01,SUPPRESS,1,0
C 78 10,SUPPRESS,3,0
C 78 11,RELEASE,16,45
C 78 12,SUPPRESS,7,0
C 78 13,RELEASE,12,42
C 78 14,SUPPRESS,6,0
C 78 15,SUPPRESS,3,0
C 78 17,SUPPRESS,5,0
C 78 18,SUPPRESS,7,0
C 78 19,SUPPRESS,1,0
C 78 21,RELEASE,13,47
C 78 22,RELEASE,13,39
C 78 24,SUPPRESS,4,0
C 78 26,SUPPRESS,1,0
C 78 27,SUPPRESS,10,0
C 78 28,SUPPRESS,2,0
C 78 29,SUPPRESS,7,0
C 78 30,RELEASE,21,76
C 78 31,RELEASE,17,56
C 78 32,SUPPRESS,7,0
C 78 33,RELEASE,170,414
C 78 34,RELEASE,178,423
C 78 35,SUPPRESS,9,0
C 79 00,RELEASE,15,64
C 79 11,SUPPRESS,5,0
C 79 12,RELEASE,12,40
C 79 13,SUPPRESS,6,0
C 79 14,SUPPRESS,7,0
C 79 15,SUPPRESS,6,0
C 79 16,SUPPRESS,9,0
C 79 17,SUPPRESS,1,0
C 79 18,RELEASE,15,57
C 79 19,SUPPRESS,10,0
C 79 20,SUPPRESS,4,0
C 79 21,RELEASE,22,71
C 79 22,RELEASE,25,74
C 79 23,SUPPRESS,1,0
C 79 24,SUPPRESS,6,0
C 79 25,SUPPRESS,4,0
C 79 26,SUPPRESS,4,0
C 79 27,RELEASE,11,35
C 79 28,SUPPRESS,2,0
C 79 29,SUPPRESS,6,0
C 79 30,SUPPRESS,9,0
C 79 31,SUPPRESS,5,0
C 79 32,SUPPRESS,6,0
C 79 33,SUPPRESS,13,0
C 79 34,SUPPRESS,2,0
C 79 35,SUPPRESS,4,0
C 80 00,RELEASE,10,39
C 80 01,RELEASE,33,130
C 80 02,SUPPRESS,8,0
C 80 08,SUPPRESS,1,0
C 80 11,SUPPRESS,2,0
C 80 12,RELEASE,41,144
C 80 13,RELEASE,20,75
C 80 14,RELEASE,11,30
C 80 15,RELEASE,18,69
C 80 16,SUPPRESS,3,0
C 80 17,RELEASE,15,40
C 80 18,RELEASE,21,68
C 80 19,RELEASE,18,44
C 80 20,RELEASE,16,52
C 80 21,SUPPRESS,8,0
C 80 22,RELEASE,18,59
C 80 23,RELEASE,11,31
C 80 24,RELEASE,11,35
C 80 25,SUPPRESS,8,0
C 80 26,SUPPRESS,1,0
C 80 27,RELEASE,15,41
C 80 28,RELEASE,12,52
C 80 29,RELEASE,12,37
C 80 30,RELEASE,13,34
C 80 31,RELEASE,12,33
C 80 32,SUPPRESS,5,0
C 80 33,SUPPRESS,10,0
C 80 34,SUPPRESS,1,0
C 81 00,RELEASE,31,112
C 81 01,RELEASE,25,90
C 81 02,RELEASE,24,77
C 81 08,SUPPRESS,1,0
C 81 12,RELEASE,23,67
C 81 13,RELEASE,14,44
C 81 14,RELEASE,23,81
C 81 15,SUPPRESS,5,0
C 81 16,RELEASE,17,40
C 81 17,SUPPRESS,4,0
C 81 18,SUPPRESS,6,0
C 81 19,RELEASE,23,73
C 81 20,RELEASE,40,83
C 81 21,SUPPRESS,3,0
C 81 23,RELEASE,10,37
C 81 24,RELEASE,10,37
C 81 25,RELEASE,14,45
C 81 26,RELEASE,14,40
C 81 27,SUPPRESS,3,0
C 81 28,SUPPRESS,12,0
C 81 29,RELEASE,17,39
C 81 30,SUPPRESS,8,0
C 81 31,RELEASE,14,37
C 81 32,RELEASE,16,34
C 81 33,RELEASE,34,85
C 81 34,RELEASE,12,32
C 81 36,RELEASE,173,386
C 81 37,RELEASE,575,1220
C 81 38,RELEASE,349,631
C 82 00,RELEASE,39,109
C 82 01,RELEASE,32,109
C 82 02,RELEASE,21,59
C 82 03,SUPPRESS,7,0
C 82 04,RELEASE,18,58
C 82 05,RELEASE,22,90
C 82 06,SUPPRESS,3,0
C 82 07,SUPPRESS,3,0
C 82 08,SUPPRESS,2,0
C 82 09,SUPPRESS,3,0
C 82 12,SUPPRESS,0,0
C 82 13,RELEASE,19,56
C 82 14,RELEASE,24,75
C 82 15,SUPPRESS,3,0
C 82 16,SUPPRESS,6,0
C 82 17,RELEASE,16,42
C 82 18,SUPPRESS,1,0
C 82 19,SUPPRESS,7,0
C 82 20,SUPPRESS,1,0
C 82 21,SUPPRESS,2,0
C 82 23,SUPPRESS,6,0
C 82 24,RELEASE,15,46
C 82 25,SUPPRESS,2,0
C 82 26,RELEASE,15,45
C 82 27,RELEASE,20,62
C 82 28,RELEASE,233,564
C 82 29,RELEASE,58,126
C 82 30,SUPPRESS,2,0
C 82 31,SUPPRESS,1,0
C 82 32,SUPPRESS,4,0
C 82 33,RELEASE,23,60
C 82 34,SUPPRESS,3,0
C 82 35,SUPPRESS,2,0
C 82 36,RELEASE,567,1445
C 82 37,RELEASE,887,2119
C 82 38,RELEASE,797,1728
C 82 39,SUPPRESS,15,0
C 83 00,RELEASE,61,161
C 83 01,RELEASE,29,80
C 83 02,RELEASE,22,79
C 83 03,RELEASE,10,39
C 83 04,SUPPRESS,8,0
C 83 05,RELEASE,17,59
C 83 06,RELEASE,11,48
C 83 07,SUPPRESS,6,0
C 83 08,RELEASE,18,73
C 83 09,SUPPRESS,5,0
C 83 10,SUPPRESS,3,0
C 83 11,SUPPRESS,0,0
C 83 12,SUPPRESS,3,0
C 83 13,RELEASE,16,68
C 83 14,RELEASE,29,105
C 83 15,RELEASE,152,326
C 83 16,RELEASE,57,160
C 83 17,RELEASE,30,82
C 83 18,SUPPRESS,7,0
C 83 19,SUPPRESS,6,0
C 83 20,RELEASE,13,32
C 83 21,RELEASE,16,37
C 83 22,SUPPRESS,2,0
C 83 23,SUPPRESS,5,0
C 83 24,RELEASE,23,57
C 83 25,SUPPRESS,6,0
C 83 26,SUPPRESS,1,0
C 83 27,SUPPRESS,6,0
C 83 28,SUPPRESS,6,0
C 83 29,RELEASE,16,43
C 83 30,RELEASE,280,649
C 83 31,RELEASE,456,1130
C 83 32,RELEASE,315,782
C 83 33,RELEASE,465,1217
C 83 34,SUPPRESS,7,0
C 83 35,RELEASE,13,38
C 83 36,RELEASE,24,50
C 83 37,RELEASE,49,119
C 83 38,RELEASE,101,231
C 83 39,SUPPRESS,7,0
C 84 00,RELEASE,314,857
C 84 01,RELEASE,117,325
C 84 02,RELEASE,15,36
C 84 03,RELEASE,14,55
C 84 04,RELEASE,33,111
C 84 05,SUPPRESS,1,0
C 84 06,SUPPRESS,4,0
C 84 07,RELEASE,19,71
C 84 08,RELEASE,18,67
C 84 09,RELEASE,16,55
C 84 10,SUPPRESS,11,0
C 84 11,RELEASE,18,54
C 84 12,RELEASE,10,37
C 84 13,RELEASE,14,39
C 84 14,RELEASE,13,34
C 84 15,RELEASE,185,460
C 84 16,RELEASE,162,377
C 84 17,RELEASE,14,38
C 84 18,SUPPRESS,8,0
C 84 19,RELEASE,20,54
C 84 20,SUPPRESS,9,0
C 84 21,RELEASE,30,80
C 84 22,RELEASE,27,64
C 84 23,SUPPRESS,1,0
C 84 24,SUPPRESS,4,0
C 84 25,RELEASE,31,72
C 84 26,RELEASE,16,41
C 84 27,RELEASE,21,52
C 84 28,SUPPRESS,7,0
C 84 29,SUPPRESS,4,0
C 84 30,RELEASE,487,1221
C 84 31,RELEASE,989,2042
C 84 32,RELEASE,1066,2070
C 84 33,RELEASE,435,967
C 84 34,RELEASE,119,533
C 84 35,RELEASE,42,105
C 84 36,RELEASE,15,39
C 84 37,SUPPRESS,10,0
C 84 38,SUPPRESS,2,0
C 84 39,RELEASE,52,104
C 85 00,RELEASE,815,1898
C 85 01,RELEASE,320,958
C 85 02,RELEASE,12,32
C 85 03,RELEASE,17,57
C 85 04,RELEASE,32,100
C 85 05,RELEASE,16,62
C 85 06,RELEASE,15,37
C 85 07,RELEASE,156,416
C 85 08,SUPPRESS,9,0
C 85 09,RELEASE,18,51
C 85 10,RELEASE,33,101
C 85 11,SUPPRESS,4,0
C 85 12,SUPPRESS,10,0
C 85 13,SUPPRESS,7,0
C 85 14,RELEASE,12,30
C 85 15,RELEASE,12,36
C 85 16,RELEASE,23,46
C 85 17,SUPPRESS,7,0
C 85 18,SUPPRESS,4,0
C 85 19,SUPPRESS,7,0
C 85 20,SUPPRESS,8,0
C 85 21,RELEASE,14,30
C 85 22,RELEASE,14,44
C 85 23,RELEASE,10,32
C 85 24,RELEASE,27,85
C 85 25,RELEASE,13,44
C 85 26,SUPPRESS,7,0
C 85 27,SUPPRESS,1,0
C 85 28,RELEASE,14,44
C 85 29,RELEASE,187,462
C 85 30,RELEASE,664,1496
C 85 31,RELEASE,421,1116
C 85 32,RELEASE,1124,2150
C 85 33,RELEASE,1001,2281
C 85 34,RELEASE,878,2089
C 85 35,RELEASE,18,39
C 85 36,RELEASE,19,46
C 85 37,RELEASE,30,76
C 85 38,RELEASE,289,663
C 85 39,RELEASE,809,1753
C 85 40,RELEASE,358,637
C 85 41,RELEASE,78,135
C 86 00,RELEASE,45,115
C 86 01,RELEASE,12,33
C 86 02,SUPPRESS,8,0
C 86 03,RELEASE,14,43
C 86 04,RELEASE,22,78
C 86 05,RELEASE,26,96
C 86 06,RELEASE,13,44
C 86 07,RELEASE,24,77
C 86 08,RELEASE,35,115
C 86 09,RELEASE,10,37
C 86 10,SUPPRESS,4,0
C 86 11,RELEASE,11,41
C 86 12,RELEASE,11,35
C 86 13,RELEASE,13,43
C 86 14,SUPPRESS,5,0
C 86 15,SUPPRESS,6,0
C 86 16,SUPPRESS,9,0
C 86 17,SUPPRESS,7,0
C 86 18,SUPPRESS,9,0
C 86 19,SUPPRESS,10,0
C 86 20,SUPPRESS,6,0
C 86 21,RELEASE,17,54
C 86 22,SUPPRESS,7,0
C 86 23,RELEASE,11,32
C 86 24,SUPPRESS,1,0
C 86 25,RELEASE,14,38
C 86 26,SUPPRESS,3,0
C 86 27,SUPPRESS,8,0
C 86 28,SUPPRESS,11,0
C 86 29,RELEASE,25,55
C 86 30,RELEASE,912,2308
C 86 31,RELEASE,16,43
C 86 32,RELEASE,563,1334
C 86 33,RELEASE,366,932
C 86 34,RELEASE,18,49
C 86 35,SUPPRESS,10,0
C 86 36,RELEASE,24,49
C 86 37,SUPPRESS,7,0
C 86 38,RELEASE,182,492
C 86 39,RELEASE,946,2130
C 86 40,RELEASE,174,297
C 87 00,SUPPRESS,3,0
C 87 01,RELEASE,14,35
C 87 02,RELEASE,14,36
C 87 03,SUPPRESS,9,0
C 87 04,RELEASE,221,514
C 87 05,RELEASE,25,92
C 87 06,RELEASE,15,61
C 87 07,RELEASE,13,46
C 87 08,RELEASE,16,52
C 87 09,RELEASE,14,57
C 87 10,SUPPRESS,3,0
C 87 12,RELEASE,11,47
C 87 13,SUPPRESS,10,0
C 87 14,RELEASE,14,48
C 87 15,SUPPRESS,3,0
C 87 16,SUPPRESS,10,0
C 87 17,SUPPRESS,8,0
C 87 18,SUPPRESS,4,0
C 87 19,SUPPRESS,8,0
C 87 20,SUPPRESS,4,0
C 87 21,RELEASE,48,105
C 87 22,RELEASE,40,106
C 87 23,SUPPRESS,8,0
C 87 24,SUPPRESS,1,0
C 87 25,SUPPRESS,4,0
C 87 26,SUPPRESS,1,0
C 87 27,SUPPRESS,7,0
C 87 28,RELEASE,26,57
C 87 29,RELEASE,37,109
C 87 30,RELEASE,107,256
C 87 31,RELEASE,100,261
C 87 32,SUPPRESS,4,0
C 87 33,SUPPRESS,12,0
C 87 34,SUPPRESS,4,0
C 87 35,RELEASE,57,133
C 87 36,SUPPRESS,8,0
C 87 37,RELEASE,28,66
C 87 38,RELEASE,22,58
C 87 39,RELEASE,27,65
C 88 00,SUPPRESS,9,0
C 88 01,RELEASE,12,42
C 88 02,RELEASE,73,192
C 88 03,RELEASE,19,49
C 88 04,RELEASE,25,79
C 88 05,RELEASE,17,61
C 88 06,RELEASE,13,46
C 88 07,SUPPRESS,8,0
C 88 08,RELEASE,13,48
C 88 09,RELEASE,25,73
C 88 10,SUPPRESS,3,0
C 88 11,SUPPRESS,4,0
C 88 12,SUPPRESS,9,0
C 88 13,RELEASE,49,123
C 88 14,SUPPRESS,7,0
C 88 15,SUPPRESS,3,0
C 88 16,SUPPRESS,9,0
C 88 17,SUPPRESS,7,0
C 88 18,SUPPRESS,8,0
C 88 19,RELEASE,18,52
C 88 20,RELEASE,27,70
C 88 21,RELEASE,29,64
C 88 22,SUPPRESS,5,0
C 88 23,RELEASE,47,123
C 88 24,RELEASE,14,38
C 88 25,RELEASE,32,84
C 88 26,SUPPRESS,10,0
C 88 27,RELEASE,20,43
C 88 28,RELEASE,21,42
C 88 29,SUPPRESS,10,0
C 88 30,SUPPRESS,1,0
C 88 31,SUPPRESS,8,0
C 88 32,SUPPRESS,3,0
C 88 33,RELEASE,18,47
C 88 34,SUPPRESS,7,0
C 88 35,SUPPRESS,8,0
C 88 36,SUPPRESS,5,0
C 88 37,SUPPRESS,1,0
C 88 38,SUPPRESS,13,0
C 88 39,RELEASE,16,41
C 88 40,RELEASE,19,36
C 89 00,RELEASE,11,34
C 89 01,RELEASE,11,42
C 89 02,SUPPRESS,5,0
C 89 03,SUPPRESS,8,0
C 89 04,SUPPRESS,7,0
C 89 05,RELEASE,17,63
C 89 06,RELEASE,18,61
C 89 07,RELEASE,25,72
C 89 08,RELEASE,18,57
C 89 09,RELEASE,24,73
C 89 10,RELEASE,17,51
C 89 11,RELEASE,17,43
C 89 12,SUPPRESS,10,0
C 89 13,RELEASE,21,71
C 89 14,SUPPRESS,5,0
C 89 15,SUPPRESS,9,0
C 89 16,RELEASE,41,119
C 89 17,SUPPRESS,1,0
C 89 18,SUPPRESS,3,0
C 89 19,RELEASE,30,82
C 89 20,RELEASE,13,38
C 89 21,RELEASE,29,83
C 89 22,RELEASE,21,49
C 89 23,RELEASE,37,110
C 89 24,SUPPRESS,1,0
C 89 25,SUPPRESS,4,0
C 89 26,RELEASE,24,57
C 89 27,SUPPRESS,5,0
C 89 28,SUPPRESS,0,0
C 89 29,SUPPRESS,12,0
C 89 30,SUPPRESS,4,0
C 89 31,SUPPRESS,8,0
C 89 32,SUPPRESS,12,0
C 89 33,RELEASE,17,49
C 89 34,RELEASE,10,36
C 89 35,SUPPRESS,6,0
C 89 36,SUPPRESS,3,0
C 89 37,RELEASE,17,45
C 89 38,RELEASE,36,83
C 89 39,RELEASE,11,33
C 89 40,RELEASE,15,37
C 90 00,RELEASE,25,74
C 90 01,RELEASE,14,57
C 90 02,SUPPRESS,7,0
C 90 03,SUPPRESS,7,0
C 90 04,RELEASE,16,51
C 90 05,SUPPRESS,3,0
C 90 06,SUPPRESS,8,0
C 90 07,SUPPRESS,12,0
C 90 08,RELEASE,30,97
C 90 09,RELEASE,31,108
C 90 10,RELEASE,21,64
C 90 11,RELEASE,24,89
C 90 12,RELEASE,17,61
C 90 13,RELEASE,10,32
C 90 14,SUPPRESS,7,0
C 90 15,SUPPRESS,1,0
C 90 16,RELEASE,14,40
C 90 17,SUPPRESS,13,0
C 90 18,RELEASE,12,31
C 90 19,RELEASE,26,79
C 90 20,SUPPRESS,10,0
C 90 21,RELEASE,11,35
C 90 22,SUPPRESS,9,0
C 90 25,SUPPRESS,10,0
C 90 26,RELEASE,47,102
C 90 27,SUPPRESS,12,0
C 90 28,SUPPRESS,6,0
C 90 29,SUPPRESS,2,0
C 90 30,SUPPRESS,7,0
C 90 31,SUPPRESS,5,0
C 90 32,SUPPRESS,7,0
C 90 33,SUPPRESS,6,0
C 90 34,SUPPRESS,8,0
C 90 35,RELEASE,10,32
C 90 36,RELEASE,18,52
C 90 37,SUPPRESS,4,0
C 90 38,SUPPRESS,9,0
C 90 39,SUPPRESS,12,0
C 90 40,SUPPRESS,3,0
C 90 41,SUPPRESS,1,0
C 91 00,RELEASE,20,66
C 91 01,SUPPRESS,7,0
C 91 02,SUPPRESS,10,0
C 91 03,RELEASE,17,37
C 91 04,SUPPRESS,2,0
C 91 05,RELEASE,17,50
C 91 06,RELEASE,64,152
C 91 07,SUPPRESS,6,0
C 91 08,RELEASE,14,44
C 91 09,RELEASE,16,50
C 91 10,RELEASE,34,99
C 91 11,SUPPRESS,7,0
C 91 12,RELEASE,77,201
C 91 13,RELEASE,13,47
C 91 14,RELEASE,16,46
C 91 15,RELEASE,16,38
C 91 16,RELEASE,14,44
C 91 17,RELEASE,14,40
C 91 18,SUPPRESS,8,0
C 91 19,RELEASE,38,102
C 91 20,RELEASE,15,35
C 91 21,RELEASE,19,44
C 91 22,RELEASE,19,51
C 91 23,SUPPRESS,1,0
C 91 24,RELEASE,54,126
C 91 25,RELEASE,220,514
C 91 26,RELEASE,16,49
C 91 27,RELEASE,13,31
C 91 28,RELEASE,42,96
C 91 29,RELEASE,12,36
C 91 30,SUPPRESS,6,0
C 91 31,SUPPRESS,6,0
C 91 32,RELEASE,94,220
C 91 33,RELEASE,17,39
C 91 34,SUPPRESS,10,0
C 91 35,SUPPRESS,3,0
C 91 36,RELEASE,11,44
C 91 37,RELEASE,15,47
C 91 38,RELEASE,23,56
C 91 39,SUPPRESS,2,0
C 91 40,SUPPRESS,2,0
C 92 00,SUPPRESS,3,0
C 92 01,RELEASE,23,78
C 92 02,SUPPRESS,8,0
C 92 03,RELEASE,14,42
C 92 04,SUPPRESS,9,0
C 92 05,SUPPRESS,9,0
C 92 06,SUPPRESS,8,0
C 92 08,RELEASE,13,37
C 92 09,RELEASE,17,38
C 92 10,SUPPRESS,2,0
C 92 11,RELEASE,40,108
C 92 12,RELEASE,572,1361
C 92 13,RELEASE,16,47
C 92 14,SUPPRESS,5,0
C 92 15,SUPPRESS,8,0
C 92 16,RELEASE,16,46
C 92 17,RELEASE,19,44
C 92 18,SUPPRESS,6,0
C 92 19,SUPPRESS,7,0
C 92 20,SUPPRESS,3,0
C 92 21,RELEASE,11,32
C 92 22,RELEASE,32,109
C 92 23,RELEASE,239,637
C 92 24,RELEASE,14,37
C 92 25,RELEASE,77,224
C 92 26,SUPPRESS,8,0
C 92 27,RELEASE,18,50
C 92 28,RELEASE,16,41
C 92 29,SUPPRESS,12,0
C 92 30,RELEASE,16,47
C 92 31,RELEASE,13,37
C 92 32,RELEASE,150,387
C 92 33,SUPPRESS,8,0
C 92 34,SUPPRESS,10,0
C 92 35,RELEASE,22,51
C 92 36,RELEASE,11,32
C 92 37,SUPPRESS,12,0
C 92 38,RELEASE,26,59
C 92 39,RELEASE,15,30
C 92 40,RELEASE,17,34
C 92 41,RELEASE,161,292
C 92 42,RELEASE,63,119
C 93 00,RELEASE,22,76
C 93 01,RELEASE,11,33
C 93 02,RELEASE,13,49
C 93 03,RELEASE,27,77
C 93 04,RELEASE,14,41
C 93 05,RELEASE,11,30
C 93 06,SUPPRESS,9,0
C 93 07,RELEASE,13,31
C 93 08,RELEASE,14,32
C 93 09,SUPPRESS,3,0
C 93 10,SUPPRESS,8,0
C 93 11,RELEASE,35,102
C 93 12,RELEASE,57,180
C 93 13,SUPPRESS,8,0
C 93 14,RELEASE,13,39
C 93 15,RELEASE,13,36
C 93 16,RELEASE,13,35
C 93 17,RELEASE,16,40
C 93 18,RELEASE,23,63
C 93 19,RELEASE,16,45
C 93 20,RELEASE,11,32
C 93 21,SUPPRESS,7,0
C 93 22,RELEASE,11,36
C 93 23,SUPPRESS,10,0
C 93 24,RELEASE,29,68
C 93 25,RELEASE,56,134
C 93 26,RELEASE,104,275
C 93 27,SUPPRESS,12,0
C 93 28,SUPPRESS,2,0
C 93 29,SUPPRESS,3,0
C 93 31,SUPPRESS,1,0
C 93 32,RELEASE,14,34
C 93 33,SUPPRESS,13,0
C 93 34,SUPPRESS,2,0
C 93 35,RELEASE,10,34
C 93 36,SUPPRESS,10,0
C 93 37,RELEASE,16,47
C 93 38,RELEASE,10,33
C 93 39,RELEASE,25,50
C 93 40,RELEASE,155,318
C 93 41,RELEASE,51,88
C 93 42,RELEASE,27,57
C 93 43,SUPPRESS,2,0
C 94 00,SUPPRESS,3,0
C 94 01,SUPPRESS,1,0
C 94 02,RELEASE,39,118
C 94 03,RELEASE,73,204
C 94 04,SUPPRESS,7,0
C 94 05,RELEASE,29,73
C 94 06,SUPPRESS,6,0
C 94 07,SUPPRESS,2,0
C 94 08,SUPPRESS,11,0
C 94 09,SUPPRESS,7,0
C 94 10,RELEASE,13,44
C 94 11,SUPPRESS,8,0
C 94 12,RELEASE,10,32
C 94 13,RELEASE,16,68
C 94 14,RELEASE,14,43
C 94 15,RELEASE,38,117
C 94 16,RELEASE,17,58
C 94 17,SUPPRESS,2,0
C 94 18,SUPPRESS,1,0
C 94 19,SUPPRESS,1,0
C 94 20,SUPPRESS,11,0
C 94 21,SUPPRESS,10,0
C 94 22,SUPPRESS,5,0
C 94 23,RELEASE,13,35
C 94 24,RELEASE,561,1409
C 94 25,RELEASE,530,945
C 94 26,RELEASE,703,1746
C 94 27,SUPPRESS,9,0
C 94 32,SUPPRESS,1,0
C 94 33,SUPPRESS,11,0
C 94 34,RELEASE,10,33
C 94 35,SUPPRESS,2,0
C 94 36,RELEASE,15,43
C 94 37,SUPPRESS,6,0
C 94 38,SUPPRESS,5,0
C 94 39,RELEASE,79,171
C 94 40,RELEASE,336,673
C 94 41,RELEASE,45,106
C 94 42,SUPPRESS,3,0
C 94 43,SUPPRESS,11,0
C 94 44,SUPPRESS,1,0
C 95 00,RELEASE,19,60
C 95 01,RELEASE,12,45
C 95 02,RELEASE,31,99
C 95 03,RELEASE,180,463
C 95 04,RELEASE,14,40
C 95 05,SUPPRESS,7,0
C 95 06,SUPPRESS,11,0
C 95 07,RELEASE,20,56
C 95 08,SUPPRESS,8,0
C 95 09,SUPPRESS,5,0
C 95 10,SUPPRESS,6,0
C 95 11,RELEASE,13,39
C 95 12,RELEASE,15,43
C 95 13,RELEASE,15,46
C 95 14,SUPPRESS,7,0
C 95 15,SUPPRESS,8,0
C 95 16,RELEASE,22,56
C 95 17,RELEASE,14,42
C 95 18,RELEASE,47,131
C 95 19,RELEASE,38,128
C 95 20,RELEASE,28,79
C 95 21,RELEASE,47,122
C 95 22,RELEASE,24,62
C 95 23,RELEASE,55,121
C 95 24,RELEASE,107,290
C 95 25,RELEASE,826,1911
C 95 26,RELEASE,1361,3158
C 95 27,RELEASE,54,145
C 95 30,SUPPRESS,6,0
C 95 31,RELEASE,15,35
C 95 32,RELEASE,13,45
C 95 33,RELEASE,16,33
C 95 34,SUPPRESS,10,0
C 95 35,SUPPRESS,8,0
C 95 36,SUPPRESS,13,0
C 95 37,RELEASE,30,81
C 95 38,RELEASE,13,33
C 95 39,RELEASE,19,41
C 95 40,SUPPRESS,11,0
C 95 41,RELEASE,11,30
C 95 42,SUPPRESS,10,0
C 95 44,RELEASE,15,33
C 96 00,RELEASE,29,96
C 96 01,RELEASE,61,206
C 96 02,RELEASE,17,53
C 96 03,RELEASE,53,157
C 96 04,RELEASE,36,106
C 96 05,SUPPRESS,4,0
C 96 06,SUPPRESS,8,0
C 96 07,RELEASE,17,54
C 96 08,RELEASE,14,44
C 96 09,RELEASE,23,71
C 96 10,RELEASE,22,72
C 96 11,SUPPRESS,6,0
C 96 12,RELEASE,21,70
C 96 13,RELEASE,30,95
C 96 14,RELEASE,16,45
C 96 15,RELEASE,13,36
C 96 16,SUPPRESS,8,0
C 96 17,SUPPRESS,2,0
C 96 18,RELEASE,11,39
C 96 19,SUPPRESS,2,0
C 96 20,RELEASE,23,80
C 96 21,RELEASE,13,42
C 96 22,RELEASE,16,38
C 96 23,RELEASE,14,38
C 96 24,RELEASE,34,91
C 96 25,RELEASE,466,953
C 96 26,RELEASE,175,436
C 96 27,SUPPRESS,2,0
C 96 28,RELEASE,15,33
C 96 29,SUPPRESS,3,0
C 96 30,SUPPRESS,2,0
C 96 31,RELEASE,16,38
C 96 32,SUPPRESS,6,0
C 96 33,RELEASE,67,161
C 96 34,SUPPRESS,4,0
C 96 36,SUPPRESS,2,0
C 96 37,SUPPRESS,11,0
C 96 38,SUPPRESS,10,0
C 96 39,RELEASE,10,34
C 96 40,SUPPRESS,9,0
C 96 41,SUPPRESS,4,0
C 96 42,RELEASE,17,33
C 96 43,SUPPRESS,5,0
C 96 44,SUPPRESS,11,0
C 97 00,RELEASE,61,199
C 97 01,RELEASE,35,119
C 97 03,RELEASE,271,651
C 97 04,RELEASE,134,337
C 97 05,RELEASE,26,66
C 97 06,RELEASE,14,34
C 97 07,RELEASE,25,64
C 97 08,RELEASE,31,79
C 97 09,RELEASE,27,93
C 97 10,RELEASE,27,79
C 97 11,RELEASE,23,61
C 97 12,RELEASE,171,454
C 97 13,RELEASE,258,620
C 97 14,SUPPRESS,10,0
C 97 15,SUPPRESS,2,0
C 97 16,RELEASE,11,40
C 97 17,RELEASE,13,38
C 97 18,RELEASE,36,103
C 97 19,RELEASE,16,43
C 97 20,RELEASE,11,41
C 97 21,RELEASE,18,64
C 97 22,RELEASE,15,42
C 97 23,SUPPRESS,9,0
C 97 24,SUPPRESS,9,0
C 97 25,RELEASE,28,67
C 97 26,RELEASE,127,307
C 97 28,RELEASE,16,43
C 97 29,RELEASE,11,39
C 97 30,SUPPRESS,9,0
C 97 31,RELEASE,295,682
C 97 32,RELEASE,61,152
C 97 33,SUPPRESS,4,0
C 97 34,SUPPRESS,6,0
C 97 35,SUPPRESS,1,0
C 97 36,RELEASE,11,34
C 97 37,RELEASE,11,35
C 97 38,SUPPRESS,15,0
C 97 39,SUPPRESS,4,0
C 97 40,SUPPRESS,9,0
C 97 41,SUPPRESS,1,0
C 97 42,RELEASE,23,36
C 97 43,SUPPRESS,1,0
C 97 44,SUPPRESS,6,0
C 98 01,SUPPRESS,6,0
C 98 02,SUPPRESS,12,0
C 98 03,RELEASE,87,199
C 98 04,RELEASE,307,748
C 98 05,RELEASE,21,48
C 98 06,RELEASE,12,35
C 98 07,RELEASE,15,47
C 98 08,RELEASE,21,53
C 98 09,RELEASE,13,45
C 98 10,RELEASE,15,52
C 98 11,RELEASE,51,132
C 98 12,RELEASE,15,39
C 98 13,RELEASE,14,50
C 98 14,SUPPRESS,6,0
C 98 15,SUPPRESS,8,0
C 98 16,SUPPRESS,2,0
C 98 18,RELEASE,11,44
C 98 19,RELEASE,12,38
C 98 20,RELEASE,19,60
C 98 21,RELEASE,27,77
C 98 22,RELEASE,31,90
